2005,Game-Show,4174
2005,History,1456
2005,Horror,1580
2005,Music,6763
2005,Musical,484
2005,Mystery,3455
2005,News,8209
2005,Reality-TV,6243
2005,Romance,13598
2005,Sci-Fi,1235
2005,Short,13489
2005,Sport,2869
2005,Talk-Show,13642
2005,Thriller,1624
2005,War,366
2005,Western,169
2006,Action,5282
2006,Adult,6695
2006,Adventure,4567
2006,Animation,8698
2006,Biography,1300
2006,Comedy,27948
2006,Crime,5088
2006,Documentary,16911
2006,Drama,32004
2006,Family,9279
2006,Fantasy,2771
2006,Game-Show,5727
2006,History,1921
2006,Horror,1942
2006,Music,7055
2006,Musical,652
2006,Mystery,3216
2006,News,8297
2006,Reality-TV,8445
2006,Romance,14820
2006,Sci-Fi,1141
2006,Short,14795
2006,Sport,4071
2006,Talk-Show,15226
2006,Thriller,1893
2006,War,362
2006,Western,175
2007,Action,5080
2007,Adult,7264
2007,Adventure,4444
2007,Animation,8295
2007,Biography,1284
2007,Comedy,29979
2007,Crime,5966
2007,Documentary,18476
2007,Drama,36680
2007,Family,10213
2007,Fantasy,2659
2007,Game-Show,5782
2007,History,2080
2007,Horror,2113
2007,Music,7456
2007,Musical,613
2007,Mystery,2843
2007,News,10658
2007,Reality-TV,10810
2007,Romance,13822
2007,Sci-Fi,1524
2007,Short,16645
2007,Sport,3753
2007,Talk-Show,16906
2007,Thriller,1901
2007,War,465
2007,Western,80
2008,Action,5704
2008,Adult,7122
2008,Adventure,4313
2008,Animation,8207
2008,Biography,1560
2008,Comedy,32138
2008,Crime,6006
2008,Documentary,19083
2008,Drama,39011
2008,Family,9967
2008,Fantasy,2144
2008,Game-Show,6768
2008,History,2555
2008,Horror,2394
2008,Music,8187
2008,Musical,761
2008,Mystery,3391
2008,News,10062
2008,Reality-TV,12560
2008,Romance,14987
2008,Sci-Fi,1669
2008,Short,20196
2008,Sport,3748
2008,Talk-Show,16173
2008,Thriller,2431
2008,War,600
2008,Western,122
2009,Action,6932
2009,Adult,6347
2009,Adventure,5258
2009,Animation,8622
2009,Biography,2378
2009,Comedy,36110
2009,Crime,6988
2009,Documentary,20569
2009,Drama,41738
2009,Family,9876
2009,Fantasy,3020
2009,Game-Show,6422
2009,History,2690
2009,Horror,3152
2009,Music,8250
2009,Musical,1088
2009,Mystery,3667
2009,News,10797
2009,Reality-TV,13142
2009,Romance,15764
2009,Sci-Fi,2328
2009,Short,24153
2009,Sport,4209
2009,Talk-Show,17124
2009,Thriller,2624
2009,War,576
2009,Western,119
2010,Action,7972
2010,Adult,6784
2010,Adventure,5783
2010,Animation,9380
2010,Biography,3417
2010,Comedy,39464
2010,Crime,7206
2010,Documentary,22672
2010,Drama,44100
2010,Family,11161
2010,Fantasy,4339
2010,Game-Show,6364
2010,History,3264
2010,Horror,3962
2010,Music,8728
2010,Musical,1375
2010,Mystery,4414
2010,News,14499
2010,Reality-TV,15979
2010,Romance,15466
2010,Sci-Fi,2838
2010,Short,27802
2010,Sport,4687
2010,Talk-Show,20783
2010,Thriller,2983
2010,War,502
2010,Western,165
2011,Action,9365
2011,Adult,6558
2011,Adventure,6449
2011,Animation,10452
2011,Biography,3709
2011,Comedy,47375
2011,Crime,8942
2011,Documentary,24781
2011,Drama,49848
2011,Family,11743
2011,Fantasy,4695
2011,Game-Show,6326
2011,History,3339
2011,Horror,5025
2011,Music,9729
2011,Musical,1449
2011,Mystery,4746
2011,News,18159
2011,Reality-TV,19311
2011,Romance,16074
2011,Sci-Fi,3214
2011,Short,33223
2011,Sport,4944
2011,Talk-Show,27661
2011,Thriller,3737
2011,War,494
2011,Western,206
2012,Action,9750
2012,Adult,7196
2012,Adventure,6758
2012,Animation,10750
2012,Biography,4087
2012,Comedy,54272
2012,Crime,9031
2012,Documentary,27356
2012,Drama,52329
2012,Family,12275
2012,Fantasy,4953
2012,Game-Show,6891
2012,History,3888
2012,Horror,5583
2012,Music,10217
2012,Musical,1419
2012,Mystery,5065
2012,News,24418
2012,Reality-TV,20846
2012,Romance,16031
2012,Sci-Fi,3919
2012,Short,38204
2012,Sport,5459
2012,Talk-Show,30587
2012,Thriller,4161
2012,War,530
2012,Western,236
2013,Action,9620
2013,Adult,8504
2013,Adventure,6503
2013,Animation,10906
2013,Biography,4774
2013,Comedy,58854
2013,Crime,9007
2013,Documentary,27997
2013,Drama,52855
2013,Family,12414
2013,Fantasy,5189
2013,Game-Show,6036
2013,History,4292
2013,Horror,5885
2013,Music,11016
2013,Musical,1663
2013,Mystery,5186
2013,News,27268
2013,Reality-TV,19689
2013,Romance,17062
2013,Sci-Fi,4244
2013,Short,41918
2013,Sport,5319
2013,Talk-Show,34602
2013,Thriller,4567
2013,War,596
2013,Western,207
2014,Action,10291
2014,Adult,8927
2014,Adventure,6985
2014,Animation,11845
2014,Biography,4792
2014,Comedy,61385
2014,Crime,9218
2014,Documentary,27927
2014,Drama,56530
2014,Family,12597
2014,Fantasy,5318
2014,Game-Show,6689
2014,History,4165
2014,Horror,6328
2014,Music,10661
2014,Musical,1596
2014,Mystery,5285
2014,News,26539
2014,Reality-TV,19689
2014,Romance,18025
2014,Sci-Fi,4453
2014,Short,45374
2014,Sport,5435
2014,Talk-Show,35173
2014,Thriller,5274
2014,War,933
2014,Western,323
2015,Action,10174
2015,Adult,9752
2015,Adventure,7115
2015,Animation,11780
2015,Biography,3905
2015,Comedy,63063
2015,Crime,9531
2015,Documentary,27904
2015,Drama,55575
2015,Family,12202
2015,Fantasy,5368
2015,Game-Show,7221
2015,History,3760
2015,Horror,6652
2015,Music,9530
2015,Musical,1509
2015,Mystery,5017
2015,News,25489
2015,Reality-TV,19353
2015,Romance,16840
2015,Sci-Fi,4394
2015,Short,46302
2015,Sport,5583
2015,Talk-Show,37438
2015,Thriller,5293
2015,War,555
2015,Western,289
2016,Action,10268
2016,Adult,9017
2016,Adventure,7797
2016,Animation,12495
2016,Biography,3046
2016,Comedy,63794
2016,Crime,10658
2016,Documentary,26775
2016,Drama,57272
2016,Family,11097
2016,Fantasy,5793
2016,Game-Show,7150
2016,History,3288
2016,Horror,7109
2016,Music,9079
2016,Musical,1580
2016,Mystery,5088
2016,News,26363
2016,Reality-TV,18681
2016,Romance,15313
2016,Sci-Fi,4720
2016,Short,49253
2016,Sport,6539
2016,Talk-Show,39472
2016,Thriller,6006
2016,War,597
2016,Western,255
2017,Action,10348
2017,Adult,8025
2017,Adventure,7337
2017,Animation,10649
2017,Biography,2917
2017,Comedy,57259
2017,Crime,11329
2017,Documentary,23835
2017,Drama,56967
2017,Family,10245
2017,Fantasy,5338
2017,Game-Show,5987
2017,History,3145
2017,Horror,7190
2017,Music,8079
2017,Musical,1501
2017,Mystery,5658
2017,News,26119
2017,Reality-TV,15808
2017,Romance,14591
2017,Sci-Fi,4720
2017,Short,45685
2017,Sport,7574
2017,Talk-Show,35033
2017,Thriller,6593
2017,War,525
2017,Western,355
2018,Action,3116
2018,Adult,837
2018,Adventure,1744
2018,Animation,1593
2018,Biography,792
2018,Comedy,10329
2018,Crime,2949
2018,Documentary,3962
2018,Drama,14498
2018,Family,1849
2018,Fantasy,1380
2018,Game-Show,712
2018,History,725
2018,Horror,2581
2018,Music,860
2018,Musical,293
2018,Mystery,1368
2018,News,2425
2018,Reality-TV,1815
2018,Romance,2205
2018,Sci-Fi,1694
2018,Short,8102
2018,Sport,923
2018,Talk-Show,2913
2018,Thriller,3034
2018,War,176
2018,Western,145
2019,Action,385
2019,Adult,1
2019,Adventure,185
2019,Animation,142
2019,Biography,72
2019,Comedy,439
2019,Crime,198
2019,Documentary,194
2019,Drama,1007
2019,Family,73
2019,Fantasy,128
2019,Game-Show,4
2019,History,51
2019,Horror,278
2019,Music,20
2019,Musical,22
2019,Mystery,94
2019,News,2
2019,Reality-TV,11
2019,Romance,105
2019,Sci-Fi,173
2019,Short,200
2019,Sport,21
2019,Talk-Show,1
2019,Thriller,339
2019,War,29
2019,Western,20
2020,Action,75
2020,Adventure,42
2020,Animation,35
2020,Biography,18
2020,Comedy,60
2020,Crime,22
2020,Documentary,37
2020,Drama,123
2020,Family,9
2020,Fantasy,23
2020,History,8
2020,Horror,32
2020,Musical,7
2020,Mystery,13
2020,Romance,21
2020,Sci-Fi,55
2020,Short,19
2020,Sport,8
2020,Talk-Show,1
2020,Thriller,41
2020,War,10
2020,Western,2
2021,Action,9
2021,Adventure,12
2021,Animation,11
2021,Biography,1
2021,Comedy,8
2021,Crime,4
2021,Documentary,3
2021,Drama,6
2021,Family,3
2021,Fantasy,3
2021,History,1
2021,Horror,6
2021,Musical,1
2021,Mystery,3
2021,Romance,1
2021,Sci-Fi,3
2021,Short,4
2021,Thriller,2
2021,War,1
2021,Western,6
2022,Action,6
2022,Adventure,6
2022,Animation,5
2022,Biography,15
2022,Comedy,2
2022,Crime,2
2022,Documentary,2
2022,Drama,19
2022,Family,3
2022,Fantasy,2
2022,History,16
2022,Music,1
2022,Romance,3
2022,Sci-Fi,2
2022,Short,1
2022,Sport,1
2022,Thriller,1
2022,War,1
2023,Action,3
2023,Adventure,1
2023,Animation,1
2023,Comedy,1
2023,Crime,1
2023,Drama,3
2023,Fantasy,1
2023,Sci-Fi,2
2023,Short,2
2023,Thriller,1
2023,War,2
2024,Action,3
2024,Adventure,3
2024,Animation,2
2024,Family,1
2024,Fantasy,3
2025,Action,1
2025,Adventure,1
2025,Drama,1
2025,Fantasy,1
2025,History,1
2025,Mystery,1
2025,Thriller,1
2026,Animation,1
2026,Drama,1
2026,Fantasy,1
2028,Action,1
2115,Drama,1
